chunk_id,parent_doc_id,chunk_text,chunk_order,page_ref
MOSPI-M10_CH0115,MOSPI-M10,"97

4.1.36: Sale/Purchase of US Dollar
1 Contact Organization Data Management and Dissemination
Division, Department of Statistics and
Information Management
2 Compiling agency Data Management and Dissemination
Division, Department of Statistics and
Information Management
3 Custodian agency Reserve Bank of India
4 Name of Organisation Reserve Bank of India
5 Author Name (if different from
Organization name)
-
6 Disseminating Agency (if different
from (4) and (5))
-
7 Contact Person (Name &
Designation)
Director, Data Management and
Dissemination Division , Department of
Statistics and Information Management,
Reserve Bank of India
8 Postal Address -
9 Email Address dbie@rbi.org.in
10 Contact Number -
11 Fax Number -
12 Data description Financial Markets-Forex Market
13 System of Classification All India
14 International/ National Standards
Classification etc.
-
15 Sector coverage -
16 Concepts and definitions Net Purchase/Sale of Foreign Currency [US
Dollar Million], Purchase (+), Sales ( -), Rupee
equivalent at contract rate [Rupees Crore],
Cumulative over end -March [US Dollar
million, Rupees Crore], Outstanding Net
Forward Sales ( -)/ Purchase (+) at the end of
month [US Dollar million]; Operations in
currency-Net Purchase/ Sale of Foreign
Currency (US Dollar Million) -Purchase, Sale
(–), Outstanding Net Currency Futures Sales
(–)/ Purchase (+) at the end of month (US
Dollar Million); Maturity Breakdown (by
Residual Maturity) of Outstanding Forwards
of RBI [US Dollar Million] -Up to 1 month,
More than 1 month and up to 3 months, More
than 3 months and up to 1 year, More than 1
year, Total (Long, Short, Net)
17 Unit of Compilation -
18 Population Coverage

-",115,97
MOSPI-M10_CH0116,MOSPI-M10,"98

19 Reference Period

-
20 Duration & Period of Enumeration

-
21 Sample Size / Dataset Size -
22 Data Confidentiality -
23 Legal Acts and Other Agreements -
24 Data Sharing / Dissemination
Practices

PDF; MS Excel
25 Release Calendar

-
26 Frequency of Dissemination

Monthly
27 Data Access

https://data.rbi.org.in/#/dbie/reports/Stati
stics/Financial%20Market/Forex%20Market
(Home→Statistics→ Financial Market→
Forex Market)
28 Documentation on methodology -
29 Quality documentation -
30 Quality assurance -
31 Sampling Error Information -
32 Measures of Reliability -
33 Timeliness Two months
34 Comparability over Time -
35 Coherence with Other Data Sources -
36 Source Data Type Based on data from RBI's Core Banking and
Treasury Solution
37 Frequency of Data Collection

-
38 Mode and method of data collection
method
-
39 Data validation -
40 Data compilation Compiled from Commercial Banks
41 Data identifier(s) -
42 Metadata last posted -
43 Metadata Last Updated -",116,98
MOSPI-M10_CH0117,MOSPI-M10,"99

4.1.37: Bank-wise Internet Banking Transactions Statistics
1 Contact Organization Data Management and Dissemination
Division, Department of Statistics and
Information Management
2 Compiling agency Data Management and Dissemination
Division, Department of Statistics and
Information Management
3 Custodian agency Reserve Bank of India
4 Name of Organisation Reserve Bank of India
5 Author Name (if different from
Organization name)
-
6 Disseminating Agency (if different
from (4) and (5))
-
7 Contact Person (Name &
Designation)
Director, Data Management and
Dissemination Division , Department of
Statistics and Information Management,
Reserve Bank of India
8 Postal Address -
9 Email Address dbie@rbi.org.in
10 Contact Number -
11 Fax Number -
12 Data description Financial Sector-Payment Systems
13 System of Classification All India
14 International/ National Standards
Classification etc.
-
15 Sector coverage -
16 Concepts and definitions Number of Active Customers (in Actual) And
Payment Transactions using Internet Banking
17 Unit of Compilation Volume in actuals and value in Thousands
18 Population Coverage

-
19 Reference Period

-
20 Duration & Period of Enumeration

-
21 Sample Size / Dataset Size -
22 Data Confidentiality -
23 Legal Acts and Other Agreements -
24 Data Sharing / Dissemination
Practices

PDF; MS Excel
25 Release Calendar

-
26 Frequency of Dissemination

Monthly",117,99
MOSPI-M10_CH0118,MOSPI-M10,"100

27 Data Access

https://www.rbi.org.in (Statistics > Data
Releases)
https://www.rbi.org.in/Scripts/NEFTView.
aspx
28 Documentation on methodology -
29 Quality documentation -
30 Quality assurance -
31 Sampling Error Information -
32 Measures of Reliability -
33 Timeliness -
34 Comparability over Time -
35 Coherence with Other Data Sources -
36 Source Data Type Multiple Data Sources
37 Frequency of Data Collection

-
38 Mode and method of data collection
method
-
39 Data validation -
40 Data compilation Compiled from Commercial Banks
41 Data identifier(s) -
42 Metadata last posted -
43 Metadata Last Updated -",118,100
MOSPI-M10_CH0119,MOSPI-M10,"101

4.1.38: Foreign Exchange Reserves
1 Contact Organization Data Management and Dissemination
Division, Department of Statistics and
Information Management
2 Compiling agency Data Management and Dissemination
Division, Department of Statistics and
Information Management
3 Custodian agency Reserve Bank of India
4 Name of Organisation Reserve Bank of India
5 Author Name (if different from
Organization name)
-
6 Disseminating Agency (if different
from (4) and (5))
-
7 Contact Person (Name &
Designation)
Director, Data Management and
Dissemination Division , Department of
Statistics and Information Management,
Reserve Bank of India
8 Postal Address -
9 Email Address dbie@rbi.org.in
10 Contact Number -
11 Fax Number -
12 Data description Financial Markets-Forex Market
13 System of Classification All India
14 International/ National Standards
Classification etc.
-
15 Sector coverage -
16 Concepts and definitions Foreign Currency Assets, Gold, Reserve
Tranch Position, Special Drawing Rights, Total
Units: Rupees Crore, US Dollar Million
17 Unit of Compilation Units: Rupees Crore
18 Population Coverage

-
19 Reference Period

-
20 Duration & Period of Enumeration

-
21 Sample Size / Dataset Size -
22 Data Confidentiality -
23 Legal Acts and Other Agreements -
24 Data Sharing / Dissemination
Practices

PDF; MS Excel
25 Release Calendar

-",119,101
MOSPI-M10_CH0120,MOSPI-M10,"102

26 Frequency of Dissemination

Weekly
27 Data Access

https://data.rbi.org.in/#/dbie/reports/Stati
stics/External%20Sector/Forex%20Reserve
(Home -> Statistics -> External Sector ->
Forex Reserve)
28 Documentation on methodology https://data.rbi.org.in/#/dbie/reports/Stati
stics/External%20Sector/Forex%20Reserve
29 Quality documentation -
30 Quality assurance -
31 Sampling Error Information -
32 Measures of Reliability -
33 Timeliness One Week
34 Comparability over Time -
35 Coherence with Other Data Sources -
36 Source Data Type Based on data from RBI's Core Banking and
Treasury Solution
37 Frequency of Data Collection

-
38 Mode and method of data collection
method
-
39 Data validation -
40 Data compilation -
41 Data identifier(s) -
42 Metadata last posted -
43 Metadata Last Updated -",120,102
MOSPI-M10_CH0121,MOSPI-M10,"103

4.1.39: Entity-wise TReDS Statistics
1 Contact Organization Data Management and Dissemination
Division, Department of Statistics and
Information Management
2 Compiling agency Data Management and Dissemination
Division, Department of Statistics and
Information Management
3 Custodian agency Reserve Bank of India
4 Name of Organisation Reserve Bank of India
5 Author Name (if different from
Organization name)
-
6 Disseminating Agency (if different
from (4) and (5))
-
7 Contact Person (Name &
Designation)
Director, Data Management and
Dissemination Division , Department of
Statistics and Information Management,
Reserve Bank of India
8 Postal Address -
9 Email Address dbie@rbi.org.in
10 Contact Number -
11 Fax Number -
12 Data description Financial Sector-Payment Systems
13 System of Classification All India
14 International/ National Standards
Classification etc.
-
15 Sector coverage -
16 Concepts and definitions Number of MSME sellers registered as at the
end of the month, Number of buyers
(corporates/other buyers including Govt.
Depts./PSUs) registered as at the end of
month, Number of financiers registered as at
the end of month, registered as at the end of
month (in actuals), Factoring Units (FUs)
uploaded during the month, Factoring Units
(FUs) financed during the month
17 Unit of Compilation -
18 Population Coverage

-
19 Reference Period

-
20 Duration & Period of Enumeration

-
21 Sample Size / Dataset Size -
22 Data Confidentiality -
23 Legal Acts and Other Agreements -",121,103
MOSPI-M10_CH0122,MOSPI-M10,"104

24 Data Sharing / Dissemination
Practices

PDF; MS Excel
25 Release Calendar

-
26 Frequency of Dissemination

Monthly
27 Data Access

https://www.rbi.org.in (Statistics > Data
Releases)
https://www.rbi.org.in/Scripts/TReDSStatis
ticsView.aspx
28 Documentation on methodology -
29 Quality documentation -
30 Quality assurance -
31 Sampling Error Information -
32 Measures of Reliability -
33 Timeliness One Week
34 Comparability over Time -
35 Coherence with Other Data Sources -
36 Source Data Type Multiple Data Sources
37 Frequency of Data Collection

-
38 Mode and method of data collection
method
-
39 Data validation -
40 Data compilation TReDS entities
41 Data identifier(s) -
42 Metadata last posted -
43 Metadata Last Updated -",122,104
MOSPI-M10_CH0123,MOSPI-M10,"105

4.1.40: Entity-wise PPI Statistics
1 Contact Organization Data Management and Dissemination
Division, Department of Statistics and
Information Management
2 Compiling agency Data Management and Dissemination
Division, Department of Statistics and
Information Management
3 Custodian agency Reserve Bank of India
4 Name of Organisation Reserve Bank of India
5 Author Name (if different from
Organization name)
-
6 Disseminating Agency (if different
from (4) and (5))
-
7 Contact Person (Name &
Designation)
Director, Data Management and
Dissemination Division , Department of
Statistics and Information Management,
Reserve Bank of India
8 Postal Address -
9 Email Address dbie@rbi.org.in
10 Contact Number -
11 Fax Number -
12 Data description Financial Sector-Payment Systems
13 System of Classification All India
14 International/ National Standards
Classification etc.
-
15 Sector coverage -
16 Concepts and definitions Number of Instruments Outstanding, PPI
Payment Transactions - Purchase of Goods
and Services and Fund Transfer, Cash
Withdrawal Transactions
17 Unit of Compilation -
18 Population Coverage

-
19 Reference Period

-
20 Duration & Period of Enumeration

-
21 Sample Size / Dataset Size -
22 Data Confidentiality -
23 Legal Acts and Other Agreements -
24 Data Sharing / Dissemination
Practices

PDF; MS Excel
25 Release Calendar

-",123,105
MOSPI-M10_CH0124,MOSPI-M10,"106

26 Frequency of Dissemination

Monthly
27 Data Access

https://www.rbi.org.in (Statistics > Data
Releases)
https://www.rbi.org.in/Scripts/PPIStatisticsVie
w.aspx
28 Documentation on methodology -
29 Quality documentation -
30 Quality assurance -
31 Sampling Error Information -
32 Measures of Reliability -
33 Timeliness -
34 Comparability over Time -
35 Coherence with Other Data Sources -
36 Source Data Type Multiple Data Sources
37 Frequency of Data Collection

-
38 Mode and method of data collection
method
-
39 Data validation -
40 Data compilation PPI entities - both banks and non-banks
41 Data identifier(s) -
42 Metadata last posted -
43 Metadata Last Updated -",124,106
MOSPI-M10_CH0125,MOSPI-M10,"107

4.1.41: Digital Payment Index
1 Contact Organization Data Management and Dissemination
Division, Department of Statistics and
Information Management
2 Compiling agency Data Management and Dissemination
Division, Department of Statistics and
Information Management
3 Custodian agency Reserve Bank of India
4 Name of Organisation Reserve Bank of India
5 Author Name (if different from
Organization name)
-
6 Disseminating Agency (if different
from (4) and (5))
-
7 Contact Person (Name &
Designation)
Director, Data Management and
Dissemination Division , Department of
Statistics and Information Management,
Reserve Bank of India
8 Postal Address -
9 Email Address dbie@rbi.org.in
10 Contact Number -
11 Fax Number -
12 Data description Financial Sector-Payment Systems
13 System of Classification All India
14 International/ National Standards
Classification etc.
-
15 Sector coverage -
16 Concepts and definitions Payment Enablers, Payment Infrastructure -
demand side factors, Payment Infrastructure
Supply Side Factors, Payment Performance,
Consumer Centricity,
17 Unit of Compilation -
18 Population Coverage

-
19 Reference Period

-
20 Duration & Period of Enumeration

-
21 Sample Size / Dataset Size -
22 Data Confidentiality -
23 Legal Acts and Other Agreements -
24 Data Sharing / Dissemination
Practices

PDF; MS Excel
25 Release Calendar

-",125,107
MOSPI-M10_CH0126,MOSPI-M10,"108

26 Frequency of Dissemination

Quarterly
27 Data Access

https://www.rbi.org.in
https://www.rbi.org.in/Scripts/BS_PressRelease
Display.aspx?prid=60913
28 Documentation on methodology -
29 Quality documentation -
30 Quality assurance -
31 Sampling Error Information -
32 Measures of Reliability -
33 Timeliness -
34 Comparability over Time -
35 Coherence with Other Data Sources -
36 Source Data Type Multiple Data Sources
37 Frequency of Data Collection

-
38 Mode and method of data collection
method
-
39 Data validation -
40 Data compilation Compiled from various sources
41 Data identifier(s) -
42 Metadata last posted -
43 Metadata Last Updated -",126,108
